,sentence,verb,embedded
744,I think Agent[04] is not the POSSESSED,NOT ESTIMATE,"[-0.01903828  0.03163504 -0.01982558 ...  0.00251935  0.02646751
  0.00918991]"
745,I'm pretty sure Agent[00] isn't the VILLAGER.,NOT ESTIMATE,"[-0.02557859  0.00686306 -0.03894386 ... -0.01958296  0.0026786
  0.03441937]"
746,I'm pretty sure Agent[00] isn't the SEER.,NOT ESTIMATE,"[-0.01933097 -0.00177505 -0.03332488 ... -0.02706654  0.00522985
  0.01153187]"
747,I'm pretty sure Agent[00] isn't the MEDIUM.,NOT ESTIMATE,"[-0.01225893  0.01079609  0.01390463 ... -0.04080724  0.01137513
  0.01965696]"
748,I'm pretty sure Agent[00] isn't the BODYGUARD.,NOT ESTIMATE,"[-0.01333364  0.02224736 -0.0036508  ... -0.02877647  0.02395353
  0.00020173]"
749,I'm pretty sure Agent[00] isn't the WEREWOLF.,NOT ESTIMATE,"[-0.0081204   0.01354269 -0.01004297 ... -0.00079672  0.00431763
  0.0235661 ]"
750,I'm pretty sure Agent[00] isn't the POSSESSED.,NOT ESTIMATE,"[-0.02105139  0.02678174 -0.04074031 ...  0.00115208  0.02361602
 -0.00577043]"
751,I'm pretty sure Agent[01] isn't the VILLAGER.,NOT ESTIMATE,"[-0.02740086  0.00664712 -0.03681904 ... -0.01637167 -0.00185197
  0.03131133]"
752,I'm pretty sure Agent[01] isn't the SEER.,NOT ESTIMATE,"[-0.02345168  0.00048948 -0.02822741 ... -0.02443212  0.00165945
  0.01027098]"
753,I'm pretty sure Agent[01] isn't the MEDIUM.,NOT ESTIMATE,"[-0.01135205  0.01418255  0.01471562 ... -0.03528745  0.00830381
  0.01364198]"
754,I'm pretty sure Agent[01] isn't the BODYGUARD.,NOT ESTIMATE,"[-0.01445162  0.02222404 -0.00503607 ... -0.02475707  0.02066422
 -0.00230639]"
755,I'm pretty sure Agent[01] isn't the WEREWOLF.,NOT ESTIMATE,"[-0.01111844  0.01543258 -0.00953379 ...  0.00508706  0.00564331
  0.01998603]"
756,I'm pretty sure Agent[01] isn't the POSSESSED.,NOT ESTIMATE,"[-0.02152622  0.02852157 -0.03989239 ...  0.00259456  0.02271462
 -0.00513847]"
757,I'm pretty sure Agent[02] isn't the VILLAGER.,NOT ESTIMATE,"[-0.02576751  0.00404928 -0.04258074 ... -0.01574529  0.00114496
  0.03425628]"
758,I'm pretty sure Agent[02] isn't the SEER.,NOT ESTIMATE,"[-0.02042378  0.00109136 -0.03746686 ... -0.02501409  0.00186578
  0.01463162]"
759,I'm pretty sure Agent[02] isn't the MEDIUM.,NOT ESTIMATE,"[-0.00908076  0.01222726  0.00771304 ... -0.03449941  0.01118092
  0.01713012]"
760,I'm pretty sure Agent[02] isn't the BODYGUARD.,NOT ESTIMATE,"[-0.01367379  0.02042397 -0.01543471 ... -0.02379907  0.02099761
  0.00418551]"
761,I'm pretty sure Agent[02] isn't the WEREWOLF.,NOT ESTIMATE,"[-0.003851    0.00976114 -0.02077625 ...  0.00606194  0.00430639
  0.02477575]"
762,I'm pretty sure Agent[02] isn't the POSSESSED.,NOT ESTIMATE,"[-0.01865141  0.02617042 -0.04633626 ...  0.00376947  0.02392534
 -0.00188806]"
763,I'm pretty sure Agent[03] isn't the VILLAGER.,NOT ESTIMATE,"[-0.02806868  0.00451298 -0.03710821 ... -0.00977246  0.0104036
  0.03398645]"
764,I'm pretty sure Agent[03] isn't the SEER.,NOT ESTIMATE,"[-0.02484188  0.00029388 -0.0313941  ... -0.01923242  0.0112032
  0.01651411]"
765,I'm pretty sure Agent[03] isn't the MEDIUM.,NOT ESTIMATE,"[-0.01098088  0.01196291  0.01229025 ... -0.0308893   0.01943229
  0.0168433 ]"
766,I'm pretty sure Agent[03] isn't the BODYGUARD.,NOT ESTIMATE,"[-0.01703173  0.02063074 -0.00745222 ... -0.02207569  0.03071866
  0.00508075]"
767,I'm pretty sure Agent[03] isn't the WEREWOLF.,NOT ESTIMATE,"[-0.00572595  0.00901574 -0.01249596 ...  0.01048006  0.0134087
  0.02480806]"
768,I'm pretty sure Agent[03] isn't the POSSESSED.,NOT ESTIMATE,"[-0.01935422  0.025519   -0.03944927 ...  0.0069916   0.03288763
 -0.00140311]"
769,I'm pretty sure Agent[04] isn't the VILLAGER.,NOT ESTIMATE,"[-0.02620665  0.01275743 -0.0418601  ... -0.01595187  0.00863381
  0.03068294]"
770,I'm pretty sure Agent[04] isn't the SEER.,NOT ESTIMATE,"[-0.02303271  0.00662269 -0.03289047 ... -0.02384637  0.00967781
  0.0132532 ]"
771,I'm pretty sure Agent[04] isn't the MEDIUM.,NOT ESTIMATE,"[-0.00868481  0.01798144  0.01081871 ... -0.03363499  0.01654889
  0.0144523 ]"
772,I'm pretty sure Agent[04] isn't the BODYGUARD.,NOT ESTIMATE,"[-0.01263888  0.02924237 -0.01503361 ... -0.0257434   0.02780553
  0.00201723]"
773,I'm pretty sure Agent[04] isn't the WEREWOLF.,NOT ESTIMATE,"[-0.00383363  0.01999411 -0.01840143 ...  0.0070552   0.01136597
  0.02220544]"
774,I'm pretty sure Agent[04] isn't the POSSESSED.,NOT ESTIMATE,"[-0.01730085  0.03195225 -0.04493451 ...  0.00275376  0.03081299
 -0.00483523]"
775,Agent[00] must not be the VILLAGER.,NOT ESTIMATE,"[-0.0286174   0.04997575 -0.02036566 ... -0.01566589  0.01403726
  0.0529228 ]"
776,Agent[00] must not be the SEER.,NOT ESTIMATE,"[-0.02138033  0.03563388  0.00585811 ... -0.02155531  0.01069016
  0.02845938]"
777,Agent[00] must not be the MEDIUM.,NOT ESTIMATE,"[-0.01213045  0.04180931  0.03289127 ... -0.04065859  0.01385653
  0.03253966]"
778,Agent[00] must not be the BODYGUARD.,NOT ESTIMATE,"[-0.00685095  0.05166145  0.00846078 ... -0.02233174  0.0274332
  0.02278749]"
779,Agent[00] must not be the WEREWOLF.,NOT ESTIMATE,"[-0.01582689  0.05446758  0.00710463 ... -0.00087431  0.01521173
  0.03812427]"
780,Agent[00] must not be the POSSESSED.,NOT ESTIMATE,"[-0.03705035  0.06331668 -0.01060271 ... -0.00900245  0.03411785
  0.02461089]"
781,Agent[01] must not be the VILLAGER.,NOT ESTIMATE,"[-0.02783757  0.05044412 -0.02061816 ... -0.0071697   0.00965138
  0.04766037]"
782,Agent[01] must not be the SEER.,NOT ESTIMATE,"[-0.02239586  0.03732105  0.00977494 ... -0.0132273   0.00652876
  0.02587247]"
783,Agent[01] must not be the MEDIUM.,NOT ESTIMATE,"[-0.01612156  0.04311011  0.03216177 ... -0.03497613  0.01296557
  0.0320967 ]"
784,Agent[01] must not be the BODYGUARD.,NOT ESTIMATE,"[-0.00539088  0.05036269  0.00182418 ... -0.01600753  0.02341549
  0.01603624]"
785,Agent[01] must not be the WEREWOLF.,NOT ESTIMATE,"[-0.01681197  0.0512887   0.00639205 ...  0.00755321  0.01448205
  0.0350554 ]"
786,Agent[01] must not be the POSSESSED.,NOT ESTIMATE,"[-0.03272726  0.06094363 -0.01437262 ... -0.00226128  0.02728309
  0.02168337]"
787,Agent[02] must not be the VILLAGER.,NOT ESTIMATE,"[-0.02225007  0.05072159 -0.02704641 ... -0.00612184  0.01068831
  0.05047641]"
788,Agent[02] must not be the SEER.,NOT ESTIMATE,"[-0.01679168  0.03768763  0.00701961 ... -0.01311087  0.00762222
  0.03026086]"
789,Agent[02] must not be the MEDIUM.,NOT ESTIMATE,"[-0.01180339  0.04675548  0.02417936 ... -0.03432225  0.01506711
  0.03867388]"
790,Agent[02] must not be the BODYGUARD.,NOT ESTIMATE,"[-0.00270438  0.04832391 -0.00827639 ... -0.01360707  0.02444588
  0.02103879]"
791,Agent[02] must not be the WEREWOLF.,NOT ESTIMATE,"[-0.01103552  0.05151426 -0.0018895  ...  0.00719395  0.01430446
  0.03768004]"
792,Agent[02] must not be the POSSESSED.,NOT ESTIMATE,"[-0.02577483  0.06133484 -0.02176198 ... -0.00062411  0.02719476
  0.02528094]"
793,Agent[03] must not be the VILLAGER.,NOT ESTIMATE,"[-0.02295437  0.04964584 -0.02053892 ... -0.00119443  0.0178804
  0.05201572]"
794,Agent[03] must not be the SEER.,NOT ESTIMATE,"[-0.01596179  0.0380877   0.0119389  ... -0.00873519  0.01409634
  0.03210202]"
795,Agent[03] must not be the MEDIUM.,NOT ESTIMATE,"[-0.00985251  0.04386167  0.03260166 ... -0.03125963  0.02129255
  0.03770795]"
796,Agent[03] must not be the BODYGUARD.,NOT ESTIMATE,"[-0.0023728   0.04885207  0.00208545 ... -0.00872258  0.03243643
  0.02293114]"
797,Agent[03] must not be the WEREWOLF.,NOT ESTIMATE,"[-0.01098602  0.05068841  0.00699385 ...  0.01407087  0.02256179
  0.04055678]"
798,Agent[03] must not be the POSSESSED.,NOT ESTIMATE,"[-0.02434532  0.06125399 -0.01163642 ...  0.00418651  0.03533059
  0.02665882]"
799,Agent[04] must not be the VILLAGER.,NOT ESTIMATE,"[-0.02111211  0.05714466 -0.02538588 ... -0.00984628  0.01727629
  0.04886896]"
800,Agent[04] must not be the SEER.,NOT ESTIMATE,"[-0.01698526  0.04452197  0.0062408  ... -0.01532051  0.01406592
  0.02867871]"
801,Agent[04] must not be the MEDIUM.,NOT ESTIMATE,"[-0.00861005  0.05056043  0.02486982 ... -0.03693538  0.02007643
  0.03683688]"
802,Agent[04] must not be the BODYGUARD.,NOT ESTIMATE,"[-0.00043445  0.05771036 -0.00351935 ... -0.01717304  0.03126445
  0.01905002]"
803,Agent[04] must not be the WEREWOLF.,NOT ESTIMATE,"[-0.00888327  0.05993205  0.00175846 ...  0.00587466  0.02144289
  0.03736375]"
804,Agent[04] must not be the POSSESSED.,NOT ESTIMATE,"[-0.02170382  0.0700261  -0.01610234 ... -0.00536109  0.03519621
  0.02280275]"
805,Agent[00] doesn't seem like the VILLAGER.,NOT ESTIMATE,"[-0.0570009   0.02716922 -0.02195019 ... -0.018728    0.00732934
  0.04350706]"
806,Agent[00] doesn't seem like the SEER.,NOT ESTIMATE,"[-0.05461253  0.01663561 -0.00702954 ... -0.02105963  0.00879003
  0.02309765]"
807,Agent[00] doesn't seem like the MEDIUM.,NOT ESTIMATE,"[-0.04162358  0.01598914  0.03256335 ... -0.0364081   0.01788644
  0.02664578]"
808,Agent[00] doesn't seem like the BODYGUARD.,NOT ESTIMATE,"[-0.04360723  0.02990631  0.00467378 ... -0.02168576  0.02585496
  0.01051877]"
809,Agent[00] doesn't seem like the WEREWOLF.,NOT ESTIMATE,"[-0.04884834  0.03453954  0.0068538  ... -0.00017214  0.01233233
  0.03153348]"
810,Agent[00] doesn't seem like the POSSESSED.,NOT ESTIMATE,"[-0.05867513  0.04153543 -0.022201   ... -0.00340032  0.02760568
  0.01603488]"
811,Agent[01] doesn't seem like the VILLAGER.,NOT ESTIMATE,"[-0.05258429  0.02308019 -0.0251909  ... -0.01146362  0.00110698
  0.0371669 ]"
812,Agent[01] doesn't seem like the SEER.,NOT ESTIMATE,"[-0.05479055  0.0159352  -0.00450916 ... -0.01310209  0.00427732
  0.01895549]"
813,Agent[01] doesn't seem like the MEDIUM.,NOT ESTIMATE,"[-0.03913035  0.022198    0.03016229 ... -0.02759529  0.01627414
  0.02055248]"
814,Agent[01] doesn't seem like the BODYGUARD.,NOT ESTIMATE,"[-0.03867795  0.02499555 -0.00064969 ... -0.01516318  0.0228188
  0.00664129]"
815,Agent[01] doesn't seem like the WEREWOLF.,NOT ESTIMATE,"[-0.04635707  0.03421803  0.00073166 ...  0.00729369  0.0070298
  0.02819249]"
816,Agent[01] doesn't seem like the POSSESSED.,NOT ESTIMATE,"[-0.05890512  0.04586371 -0.02611198 ...  0.0018107   0.02325279
  0.00953306]"
817,Agent[02] doesn't seem like the VILLAGER.,NOT ESTIMATE,"[-0.05006259  0.02552445 -0.02994789 ... -0.00933256  0.0028842
  0.04031907]"
818,Agent[02] doesn't seem like the SEER.,NOT ESTIMATE,"[-0.05085352  0.01946916 -0.00803535 ... -0.01169302  0.00780906
  0.02152635]"
819,Agent[02] doesn't seem like the MEDIUM.,NOT ESTIMATE,"[-0.03455064  0.02201077  0.02443624 ... -0.02691122  0.01859531
  0.02272026]"
820,Agent[02] doesn't seem like the BODYGUARD.,NOT ESTIMATE,"[-0.03514035  0.02766798 -0.00389126 ... -0.01367531  0.02515795
  0.00895098]"
821,Agent[02] doesn't seem like the WEREWOLF.,NOT ESTIMATE,"[-0.04230696  0.0330881  -0.00408463 ...  0.00919685  0.00974
  0.02909521]"
822,Agent[02] doesn't seem like the POSSESSED.,NOT ESTIMATE,"[-0.05452497  0.0446405  -0.02937642 ...  0.00391807  0.02455082
  0.01256699]"
823,Agent[03] doesn't seem like the VILLAGER.,NOT ESTIMATE,"[-0.05125787  0.02592352 -0.02396453 ... -0.00315759  0.0122253
  0.04103575]"
824,Agent[03] doesn't seem like the SEER.,NOT ESTIMATE,"[-0.05019131  0.01914243 -0.00346175 ... -0.00743742  0.0132632
  0.02415827]"
825,Agent[03] doesn't seem like the MEDIUM.,NOT ESTIMATE,"[-0.03316076  0.02199186  0.03087097 ... -0.02340856  0.02531947
  0.02553362]"
826,Agent[03] doesn't seem like the BODYGUARD.,NOT ESTIMATE,"[-0.03721458  0.03054886  0.0036236  ... -0.01006949  0.03290313
  0.01162955]"
827,Agent[03] doesn't seem like the WEREWOLF.,NOT ESTIMATE,"[-0.04221334  0.03198068  0.00447132 ...  0.01623814  0.01759375
  0.03247628]"
828,Agent[03] doesn't seem like the POSSESSED.,NOT ESTIMATE,"[-0.05174344  0.04428519 -0.02105433 ...  0.01004833  0.03238681
  0.01513416]"
829,Agent[04] doesn't seem like the VILLAGER.,NOT ESTIMATE,"[-0.04910623  0.03295363 -0.02923972 ... -0.01369138  0.01119333
  0.03822976]"
830,Agent[04] doesn't seem like the SEER.,NOT ESTIMATE,"[-0.04895495  0.02507685 -0.00554024 ... -0.01666931  0.01452287
  0.01999021]"
831,Agent[04] doesn't seem like the MEDIUM.,NOT ESTIMATE,"[-0.03110489  0.02770866  0.02829647 ... -0.03089263  0.02496555
  0.0210305 ]"
832,Agent[04] doesn't seem like the BODYGUARD.,NOT ESTIMATE,"[-0.03452157  0.03798217 -0.00221387 ... -0.01908956  0.03266466
  0.00634795]"
833,Agent[04] doesn't seem like the WEREWOLF.,NOT ESTIMATE,"[-0.04067015  0.04139331 -0.00068926 ...  0.00599133  0.01721105
  0.02732074]"
834,Agent[04] doesn't seem like the POSSESSED.,NOT ESTIMATE,"[-4.98148240e-02  5.20988479e-02 -2.55001020e-02 ...  6.68582579e-05
  3.21787000e-02  1.02853300e-02]"
835,I suspect Agent[00] isn't the VILLAGER.,NOT ESTIMATE,"[-0.03186478  0.0160795  -0.02112549 ... -0.02665696 -0.00562709
  0.03874969]"
836,I suspect Agent[00] isn't the SEER.,NOT ESTIMATE,"[-0.02573002  0.00692329 -0.01778091 ... -0.03124934 -0.00289644
  0.01758781]"
837,I suspect Agent[00] isn't the MEDIUM.,NOT ESTIMATE,"[-0.01860555  0.02065889  0.02906039 ... -0.05144347 -0.0019162
  0.02409159]"
838,I suspect Agent[00] isn't the BODYGUARD.,NOT ESTIMATE,"[-0.01614856  0.02765915  0.01387876 ... -0.03106032  0.01582531
  0.00788454]"
839,I suspect Agent[00] isn't the WEREWOLF.,NOT ESTIMATE,"[-0.01130255  0.02545532  0.01243983 ... -0.00618481 -0.0045842
  0.02847401]"
840,I suspect Agent[00] isn't the POSSESSED.,NOT ESTIMATE,"[-0.0290333   0.03369333 -0.01668496 ... -0.00585076  0.0107019
  0.007262  ]"
841,I suspect Agent[01] isn't the VILLAGER.,NOT ESTIMATE,"[-0.03486815  0.01711604 -0.01955912 ... -0.0213806  -0.00928805
  0.03588008]"
842,I suspect Agent[01] isn't the SEER.,NOT ESTIMATE,"[-0.02961094  0.01173547 -0.01365323 ... -0.0265804  -0.00607687
  0.01740985]"
843,I suspect Agent[01] isn't the MEDIUM.,NOT ESTIMATE,"[-0.01937368  0.0270309   0.03311978 ... -0.04686587 -0.00340961
  0.02100353]"
844,I suspect Agent[01] isn't the BODYGUARD.,NOT ESTIMATE,"[-0.01965562  0.02953177  0.01198261 ... -0.02773611  0.01343295
  0.00645058]"
845,I suspect Agent[01] isn't the WEREWOLF.,NOT ESTIMATE,"[-0.01287992  0.02799014  0.01000146 ...  0.00083287 -0.00564194
  0.0282968 ]"
846,I suspect Agent[01] isn't the POSSESSED.,NOT ESTIMATE,"[-0.0306518   0.03492677 -0.01747793 ... -0.0044022   0.01081828
  0.00556545]"
847,I suspect Agent[02] isn't the VILLAGER.,NOT ESTIMATE,"[-0.03280603  0.01402833 -0.02792908 ... -0.01869972 -0.01071087
  0.03949767]"
848,I suspect Agent[02] isn't the SEER.,NOT ESTIMATE,"[-0.02761436  0.00871701 -0.02199708 ... -0.02563179 -0.0043113
  0.0202348 ]"
849,I suspect Agent[02] isn't the MEDIUM.,NOT ESTIMATE,"[-0.01600227  0.02472106  0.02320939 ... -0.0474571  -0.00011899
  0.02623272]"
850,I suspect Agent[02] isn't the BODYGUARD.,NOT ESTIMATE,"[-0.0134165   0.02573408 -0.00196831 ... -0.0264435   0.01183072
  0.01069703]"
851,I suspect Agent[02] isn't the WEREWOLF.,NOT ESTIMATE,"[-0.00962825  0.0241392  -0.00071106 ...  0.00193902 -0.00626796
  0.03020143]"
852,I suspect Agent[02] isn't the POSSESSED.,NOT ESTIMATE,"[-0.02601436  0.03182866 -0.02575722 ... -0.00207143  0.00976431
  0.00839288]"
853,I suspect Agent[03] isn't the VILLAGER.,NOT ESTIMATE,"[-0.03267704  0.01357738 -0.02091901 ... -0.01622436  0.00055027
  0.03912683]"
854,I suspect Agent[03] isn't the SEER.,NOT ESTIMATE,"[-0.03176365  0.0072615  -0.01189173 ... -0.01797112  0.00485016
  0.02335932]"
855,I suspect Agent[03] isn't the MEDIUM.,NOT ESTIMATE,"[-0.01737818  0.02118112  0.03279255 ... -0.03918273  0.01029443
  0.02842852]"
856,I suspect Agent[03] isn't the BODYGUARD.,NOT ESTIMATE,"[-0.01564007  0.02473899  0.00648175 ... -0.02404015  0.02049003
  0.01282374]"
857,I suspect Agent[03] isn't the WEREWOLF.,NOT ESTIMATE,"[-0.01135067  0.02290709  0.00851129 ...  0.00707788  0.00302627
  0.03083541]"
858,I suspect Agent[03] isn't the POSSESSED.,NOT ESTIMATE,"[-0.02629645  0.0316126  -0.01665916 ...  0.0022885   0.0184928
  0.00911847]"
859,I suspect Agent[04] isn't the VILLAGER.,NOT ESTIMATE,"[-0.03432332  0.02416384 -0.02619855 ... -0.01922443 -0.00275737
  0.0361756 ]"
860,I suspect Agent[04] isn't the SEER.,NOT ESTIMATE,"[-0.03148412  0.01698872 -0.01554848 ... -0.02378731  0.00319797
  0.01894003]"
861,I suspect Agent[04] isn't the MEDIUM.,NOT ESTIMATE,"[-0.015862    0.03178484  0.02611223 ... -0.04535042  0.00556615
  0.02109357]"
862,I suspect Agent[04] isn't the BODYGUARD.,NOT ESTIMATE,"[-0.01309122  0.03577623  0.00074303 ... -0.02847721  0.01833048
  0.00742343]"
863,I suspect Agent[04] isn't the WEREWOLF.,NOT ESTIMATE,"[-0.01045772  0.03583946  0.00269443 ...  0.00193189  0.00058765
  0.02678428]"
864,I suspect Agent[04] isn't the POSSESSED.,NOT ESTIMATE,"[-0.02544067  0.04102696 -0.02275825 ... -0.00400246  0.01759105
  0.00426364]"
865,I'm convinced Agent[00] is not the VILLAGER.,NOT ESTIMATE,"[-0.02417205 -0.00437767 -0.05163264 ... -0.00959153  0.01278168
  0.03291335]"
866,I'm convinced Agent[00] is not the SEER.,NOT ESTIMATE,"[-0.01696541 -0.00756015 -0.04278095 ... -0.0144813   0.01478483
  0.01368256]"
867,I'm convinced Agent[00] is not the MEDIUM.,NOT ESTIMATE,"[-0.00731664  0.00753437  0.0008151  ... -0.03219472  0.01443056
  0.02524222]"
868,I'm convinced Agent[00] is not the BODYGUARD.,NOT ESTIMATE,"[-0.0073409   0.00828766 -0.02513742 ... -0.01414666  0.02922637
  0.00246812]"
869,I'm convinced Agent[00] is not the WEREWOLF.,NOT ESTIMATE,"[-0.00023018  0.00459841 -0.03179453 ...  0.01205668  0.01445705
  0.02282403]"
870,I'm convinced Agent[00] is not the POSSESSED.,NOT ESTIMATE,"[-0.02154815  0.01720522 -0.05638871 ...  0.00600448  0.02869386
  0.00190263]"
871,I'm convinced Agent[01] is not the VILLAGER.,NOT ESTIMATE,"[-0.02569678 -0.00396572 -0.0475887  ... -0.00651162  0.01002272
  0.02839655]"
872,I'm convinced Agent[01] is not the SEER.,NOT ESTIMATE,"[-0.02090584 -0.00584298 -0.03500218 ... -0.01037337  0.01338833
  0.01048474]"
873,I'm convinced Agent[01] is not the MEDIUM.,NOT ESTIMATE,"[-0.009991    0.0129291   0.00309351 ... -0.02764917  0.01657766
  0.01906431]"
874,I'm convinced Agent[01] is not the BODYGUARD.,NOT ESTIMATE,"[-0.00839247  0.00983001 -0.02246664 ... -0.01125386  0.0280388
 -0.00158215]"
875,I'm convinced Agent[01] is not the WEREWOLF.,NOT ESTIMATE,"[-0.00207008  0.00468787 -0.02830413 ...  0.01586664  0.01305664
  0.02019391]"
876,I'm convinced Agent[01] is not the POSSESSED.,NOT ESTIMATE,"[-0.02169083  0.01871664 -0.0542824  ...  0.00999466  0.02805421
 -0.00088145]"
877,I'm convinced Agent[02] is not the VILLAGER.,NOT ESTIMATE,"[-0.02236648 -0.00418062 -0.05579746 ... -0.0041911   0.01056156
  0.03115381]"
878,I'm convinced Agent[02] is not the SEER.,NOT ESTIMATE,"[-0.01913642 -0.00424901 -0.04477319 ... -0.00951272  0.01327024
  0.01349221]"
879,I'm convinced Agent[02] is not the MEDIUM.,NOT ESTIMATE,"[-0.00674727  0.01435228 -0.00739427 ... -0.02558417  0.01761315
  0.02145817]"
880,I'm convinced Agent[02] is not the BODYGUARD.,NOT ESTIMATE,"[-0.00814163  0.01035837 -0.03232247 ... -0.00875174  0.02809234
  0.00076052]"
881,I'm convinced Agent[02] is not the WEREWOLF.,NOT ESTIMATE,"[-0.00061399  0.0040842  -0.03877777 ...  0.01780834  0.01158837
  0.02275435]"
882,I'm convinced Agent[02] is not the POSSESSED.,NOT ESTIMATE,"[-0.02003475  0.0182408  -0.06118611 ...  0.01088012  0.02677235
  0.00096202]"
883,I'm convinced Agent[03] is not the VILLAGER.,NOT ESTIMATE,"[-0.02622666 -0.00582584 -0.05170517 ...  0.00224617  0.01967346
  0.03189317]"
884,I'm convinced Agent[03] is not the SEER.,NOT ESTIMATE,"[-0.02150047 -0.00513798 -0.04287447 ... -0.00486132  0.02055192
  0.01467882]"
885,I'm convinced Agent[03] is not the MEDIUM.,NOT ESTIMATE,"[-0.00360415  0.00824904 -0.00434342 ... -0.02129081  0.02588385
  0.02379471]"
886,I'm convinced Agent[03] is not the BODYGUARD.,NOT ESTIMATE,"[-0.01032739  0.00859714 -0.02543998 ... -0.00516707  0.03703801
  0.00204115]"
887,I'm convinced Agent[03] is not the WEREWOLF.,NOT ESTIMATE,"[-0.00394196  0.00181154 -0.03270267 ...  0.0238146   0.02157562
  0.02374675]"
888,I'm convinced Agent[03] is not the POSSESSED.,NOT ESTIMATE,"[-0.02076579  0.01431415 -0.05487318 ...  0.01550585  0.03627164
  0.00341074]"
889,I'm convinced Agent[04] is not the VILLAGER.,NOT ESTIMATE,"[-0.02326317  0.00199616 -0.05680412 ... -0.00442401  0.01714346
  0.02762846]"
890,I'm convinced Agent[04] is not the SEER.,NOT ESTIMATE,"[-0.01918696  0.0012718  -0.04565932 ... -0.00949927  0.01913986
  0.01033144]"
891,I'm convinced Agent[04] is not the MEDIUM.,NOT ESTIMATE,"[-0.00043625  0.01384468 -0.00695691 ... -0.02417057  0.02125105
  0.02215764]"
892,I'm convinced Agent[04] is not the BODYGUARD.,NOT ESTIMATE,"[-0.00877464  0.01666104 -0.03340283 ... -0.00991184  0.03461405
 -0.00211964]"
893,I'm convinced Agent[04] is not the WEREWOLF.,NOT ESTIMATE,"[-0.00099334  0.01244128 -0.03882653 ...  0.01879052  0.01839793
  0.0196028 ]"
894,I'm convinced Agent[04] is not the POSSESSED.,NOT ESTIMATE,"[-0.01932527  0.02393297 -0.06136382 ...  0.00990657  0.03390731
 -0.00308649]"
895,I don't believe Agent[00] is the VILLAGER.,NOT ESTIMATE,"[-0.02568496  0.01610286 -0.01887591 ... -0.01573221  0.02056444
  0.04332535]"
896,I don't believe Agent[00] is the SEER.,NOT ESTIMATE,"[-0.01460628  0.00240693 -0.01652876 ... -0.02378978  0.01377907
  0.01847422]"
897,I don't believe Agent[00] is the MEDIUM.,NOT ESTIMATE,"[-0.00547887  0.02209317  0.02551376 ... -0.04670366  0.02179701
  0.02752761]"
898,I don't believe Agent[00] is the BODYGUARD.,NOT ESTIMATE,"[-0.00670208  0.03014283  0.01085036 ... -0.02813154  0.03882312
  0.00864059]"
899,I don't believe Agent[00] is the WEREWOLF.,NOT ESTIMATE,[0.00110124 0.02548835 0.00788152 ... 0.00033962 0.02051533 0.03240902]
900,I don't believe Agent[00] is the POSSESSED.,NOT ESTIMATE,"[-0.01516468  0.02924319 -0.02535802 ...  0.0038225   0.04155317
  0.00554228]"
901,I don't believe Agent[01] is the VILLAGER.,NOT ESTIMATE,"[-0.03006489  0.01584428 -0.01752206 ... -0.0105606   0.01975461
  0.03623482]"
902,I don't believe Agent[01] is the SEER.,NOT ESTIMATE,"[-0.01955813  0.00265497 -0.01190001 ... -0.01621007  0.01094558
  0.01602827]"
903,I don't believe Agent[01] is the MEDIUM.,NOT ESTIMATE,"[-0.00564673  0.02485432  0.0274851  ... -0.04154015  0.02175843
  0.02344446]"
904,I don't believe Agent[01] is the BODYGUARD.,NOT ESTIMATE,"[-0.0076397   0.02922789  0.00716997 ... -0.02443922  0.03507347
  0.00330771]"
905,I don't believe Agent[01] is the WEREWOLF.,NOT ESTIMATE,"[-0.00286244  0.02596966  0.0086777  ...  0.00529035  0.02160544
  0.02778386]"
906,I don't believe Agent[01] is the POSSESSED.,NOT ESTIMATE,"[-0.01727098  0.02902617 -0.02643211 ...  0.00595951  0.03956624
  0.00213327]"
907,I don't believe Agent[02] is the VILLAGER.,NOT ESTIMATE,"[-0.02651321  0.01427635 -0.02590942 ... -0.01021752  0.02235375
  0.03979665]"
908,I don't believe Agent[02] is the SEER.,NOT ESTIMATE,"[-0.0170649   0.00234191 -0.01932216 ... -0.01741101  0.01473992
  0.01993914]"
909,I don't believe Agent[02] is the MEDIUM.,NOT ESTIMATE,"[-8.21607973e-05  2.55340878e-02  1.75564885e-02 ... -4.18643616e-02
  2.57504787e-02  2.73517687e-02]"
910,I don't believe Agent[02] is the BODYGUARD.,NOT ESTIMATE,"[-0.00681347  0.02553587 -0.00849244 ... -0.02303695  0.03711943
  0.00587963]"
911,I don't believe Agent[02] is the WEREWOLF.,NOT ESTIMATE,"[ 0.00041155  0.02568755 -0.00195319 ...  0.00495582  0.02257998
  0.0298978 ]"
912,I don't believe Agent[02] is the POSSESSED.,NOT ESTIMATE,"[-0.01362694  0.02859775 -0.03300568 ...  0.00545279  0.04112271
  0.00526801]"
913,I don't believe Agent[03] is the VILLAGER.,NOT ESTIMATE,"[-0.02725985  0.01297234 -0.02092313 ... -0.00285949  0.02853516
  0.04096948]"
914,I don't believe Agent[03] is the SEER.,NOT ESTIMATE,"[-0.01878372  0.00295377 -0.01627019 ... -0.01112273  0.02203475
  0.02095107]"
915,I don't believe Agent[03] is the MEDIUM.,NOT ESTIMATE,"[-0.00163296  0.02414522  0.02134432 ... -0.03659847  0.03352466
  0.0273914 ]"
